STATE,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,SEASON,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Arizona,2016,30,35,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.749576,137,44,18277
Arkansas,2016,30,29,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.320513,3,5,936
California,2016,30,433,2,1,0.69,0.46,0.23,Level 1,Minimal,Jul-30-2016,2015-16,0.856349,262,96,30595
Colorado,2016,30,140,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.191257,7,5,3660
Connecticut,2016,30,26,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.243013,2,10,823
Delaware,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0,0,12,2699
District of Columbia,2016,30,0,0,0,0,0,0,Level 0,Insufficient Data,Jul-30-2016,2015-16,4.47248,78,2,1744
Florida,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,X,X,X,X
Georgia,2016,30,166,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.828904,276,28,33297
Hawaii,2016,30,100,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.536673,6,13,1118
Idaho,2016,30,0,0,0,0,0,0,Level 0,Insufficient Data,Jul-30-2016,2015-16,0.779727,4,2,513
Illinois,2016,30,91,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.787612,295,55,37455
Indiana,2016,30,41,1,0,2.44,2.44,0,Level 1,Minimal,Jul-30-2016,2015-16,0.620307,19,17,3063
Iowa,2016,30,25,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.271003,1,3,369
Kansas,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.0572246,2,12,3495
Kentucky,2016,30,148,2,0,1.35,1.35,0,Level 1,Minimal,Jul-30-2016,2015-16,0.00492368,1,15,20310
Louisiana,2016,30,157,2,2,2.55,1.27,1.27,Level 1,Minimal,Jul-30-2016,2015-16,0.998078,405,71,40578
Maine,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.531091,24,24,4519
Maryland,2016,30,12,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.960384,56,19,5831
Massachusetts,2016,30,73,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.414841,71,23,17115
Michigan,2016,30,126,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.221239,36,58,16272
Minnesota,2016,30,115,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.879567,13,11,1478
Mississippi,2016,30,35,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,1.19877,203,45,16934
Missouri,2016,30,269,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.519031,12,16,2312
Montana,2016,30,45,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0,0,3,1448
Nebraska,2016,30,21,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.203046,4,11,1970
Nevada,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.259393,31,22,11951
New Hampshire,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.411734,8,16,1943
New Jersey,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.490798,20,12,4075
New Mexico,2016,30,54,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.788048,48,18,6091
New York,2016,30,675,1,0,0.15,0.15,0,Level 1,Minimal,Jul-30-2016,2015-16,0,0,30,2143
North Carolina,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.734725,38,21,5172
North Dakota,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0,0,4,862
Ohio,2016,30,256,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.36846,35,44,9499
Oklahoma,2016,30,84,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.344927,12,16,3479
Oregon,2016,30,65,0,0,0,0,0,Level 0,Insufficient Data,Jul-30-2016,2015-16,0,0,4,922
Pennsylvania,2016,30,172,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.917026,83,30,9051
Rhode Island,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0,0,16,3239
South Carolina,2016,30,120,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.0767754,2,8,2605
South Dakota,2016,30,59,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.677679,32,23,4722
Tennessee,2016,30,30,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,1.05929,82,52,7741
Texas,2016,30,560,2,5,1.25,0.36,0.89,Level 1,Minimal,Jul-30-2016,2015-16,1.57115,261,67,16612
Utah,2016,30,263,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.847378,180,40,21242
Vermont,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.443459,4,5,902
Virginia,2016,30,120,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,1.01157,724,113,71572
Washington,2016,30,192,1,1,1.04,0.52,0.52,Level 1,Minimal,Jul-30-2016,2015-16,0.220669,6,24,2719
West Virginia,2016,30,162,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.474236,67,35,14128
Wisconsin,2016,30,180,1,0,0.56,0.56,0,Level 1,Minimal,Jul-30-2016,2015-16,0.754148,5,12,663
Wyoming,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,0.0700035,2,14,2857
Puerto Rico,2016,30,0,0,0,0,0,0,Level 2,Minimal,Jul-30-2016,2015-16,4.7619,184,7,3864
Virgin Islands,2016,30,0,0,0,0,0,0,Level 0,Insufficient Data,Jul-30-2016,2015-16,0.303951,1,1,329
New York City,2016,30,0,0,0,0,0,0,Level 1,Minimal,Jul-30-2016,2015-16,1.07888,1066,89,98806
Alabama,2016,31,53,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.991988,52,18,5242
Alaska,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.586756,7,4,1193
Arizona,2016,31,23,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.769468,150,45,19494
Arkansas,2016,31,25,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.318979,2,4,627
California,2016,31,452,1,0,0.22,0.22,0,Level 1,Minimal,Aug-06-2016,2015-16,0.85127,246,82,28898
Colorado,2016,31,138,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.313917,9,6,2867
Connecticut,2016,31,123,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.275482,2,11,726
Delaware,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0738825,2,12,2707
District of Columbia,2016,31,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-06-2016,2015-16,4.88677,82,2,1678
Florida,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,X,X,X,X
Georgia,2016,31,178,1,2,1.69,0.56,1.12,Level 1,Minimal,Aug-06-2016,2015-16,0.880213,271,27,30788
Hawaii,2016,31,86,1,1,2.33,1.16,1.16,Level 1,Minimal,Aug-06-2016,2015-16,0.560897,7,13,1248
Idaho,2016,31,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-06-2016,2015-16,0.527241,3,2,569
Illinois,2016,31,105,0,1,0.95,0,0.95,Level 1,Minimal,Aug-06-2016,2015-16,0.725307,267,55,36812
Indiana,2016,31,55,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.814941,24,19,2945
Iowa,2016,31,22,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0,0,4,509
Kansas,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.253405,8,11,3157
Kentucky,2016,31,135,1,0,0.74,0.74,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0151707,3,17,19775
Louisiana,2016,31,159,0,1,0.63,0,0.63,Level 1,Minimal,Aug-06-2016,2015-16,1.04735,405,72,38669
Maine,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.442478,19,23,4294
Maryland,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,1.06149,58,18,5464
Massachusetts,2016,31,67,0,1,1.49,0,1.49,Level 1,Minimal,Aug-06-2016,2015-16,0.389268,65,22,16698
Michigan,2016,31,115,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.309345,53,57,17133
Minnesota,2016,31,82,3,0,3.66,3.66,0,Level 1,Minimal,Aug-06-2016,2015-16,0.674252,16,13,2373
Mississippi,2016,31,21,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,1.28663,216,45,16788
Missouri,2016,31,269,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.271739,6,15,2208
Montana,2016,31,47,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0,0,3,1258
Nebraska,2016,31,23,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.380771,8,11,2101
Nevada,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.171319,17,20,9923
New Hampshire,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.505561,10,16,1978
New Jersey,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.29633,13,12,4387
New Mexico,2016,31,49,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.705071,47,18,6666
New York,2016,31,627,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.110742,2,26,1806
North Carolina,2016,31,11,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.827887,38,20,4590
North Dakota,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0,0,3,775
Ohio,2016,31,264,2,0,0.76,0.76,0,Level 1,Minimal,Aug-06-2016,2015-16,0.507446,46,44,9065
Oklahoma,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0532056,2,15,3759
Oregon,2016,31,60,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0,0,5,1445
Pennsylvania,2016,31,166,1,0,0.6,0.6,0,Level 1,Minimal,Aug-06-2016,2015-16,0.894644,76,29,8495
Rhode Island,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0374672,1,14,2669
South Carolina,2016,31,118,1,0,0.85,0.85,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0413565,1,8,2418
South Dakota,2016,31,74,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.450635,22,25,4882
Tennessee,2016,31,30,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.773949,53,47,6848
Texas,2016,31,555,5,5,1.8,0.9,0.9,Level 1,Minimal,Aug-06-2016,2015-16,1.27404,216,67,16954
Utah,2016,31,286,4,0,1.4,1.4,0,Level 1,Minimal,Aug-06-2016,2015-16,0.587237,128,40,21797
Vermont,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,1.05541,8,3,758
Virginia,2016,31,113,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.868836,601,109,69173
Washington,2016,31,167,1,0,0.6,0.6,0,Level 1,Minimal,Aug-06-2016,2015-16,0.118812,3,24,2525
West Virginia,2016,31,159,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.611143,86,34,14072
Wisconsin,2016,31,190,2,0,1.05,1.05,0,Level 1,Minimal,Aug-06-2016,2015-16,0.324675,8,19,2464
Wyoming,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,0.0335909,1,14,2977
Puerto Rico,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,3.35266,133,7,3967
Virgin Islands,2016,31,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-06-2016,2015-16,0.680272,2,1,294
New York City,2016,31,0,0,0,0,0,0,Level 1,Minimal,Aug-06-2016,2015-16,1.0713,1051,83,98105
Alabama,2016,32,55,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,1.55411,81,20,5212
Alaska,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.577082,7,4,1213
Arizona,2016,32,27,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.351899,58,25,16482
Arkansas,2016,32,24,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.437318,3,4,686
California,2016,32,351,0,1,0.28,0,0.28,Level 1,Minimal,Aug-13-2016,2015-16,0.896093,267,83,29796
Colorado,2016,32,148,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.301932,10,5,3312
Connecticut,2016,32,101,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.227015,2,10,881
Delaware,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.0747943,2,12,2674
District of Columbia,2016,32,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-13-2016,2015-16,3.7961,70,2,1844
Florida,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,X,X,X,X
Georgia,2016,32,200,1,0,0.5,0.5,0,Level 2,Minimal,Aug-13-2016,2015-16,1.3136,419,28,31897
Hawaii,2016,32,106,1,4,4.72,0.94,3.77,Level 1,Minimal,Aug-13-2016,2015-16,0.733634,13,13,1772
Idaho,2016,32,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-13-2016,2015-16,0.860215,4,2,465
Illinois,2016,32,110,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.685128,263,59,38387
Indiana,2016,32,46,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.624794,19,19,3041
Iowa,2016,32,16,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,3,355
Kansas,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.115241,4,11,3471
Kentucky,2016,32,165,2,0,1.21,1.21,0,Level 1,Minimal,Aug-13-2016,2015-16,0.0148846,3,14,20155
Louisiana,2016,32,146,1,1,1.37,0.68,0.68,Level 1,Minimal,Aug-13-2016,2015-16,1.0265,368,60,35850
Maine,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.471698,21,24,4452
Maryland,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.872905,50,18,5728
Massachusetts,2016,32,65,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.333677,55,22,16483
Michigan,2016,32,111,1,0,0.9,0.9,0,Level 1,Minimal,Aug-13-2016,2015-16,0.403105,67,58,16621
Minnesota,2016,32,137,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.578947,11,9,1900
Mississippi,2016,32,19,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,1.51692,260,47,17140
Missouri,2016,32,249,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.483481,12,16,2482
Montana,2016,32,41,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,3,1419
Nebraska,2016,32,29,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.334821,6,9,1792
Nevada,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.190133,19,20,9993
New Hampshire,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.469729,9,15,1916
New Jersey,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.307152,14,11,4558
New Mexico,2016,32,62,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.367377,20,15,5444
New York,2016,32,682,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,26,1638
North Carolina,2016,32,11,0,2,18.18,0,18.18,Level 1,Minimal,Aug-13-2016,2015-16,1.0075,47,20,4665
North Dakota,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,3,782
Ohio,2016,32,287,1,0,0.35,0.35,0,Level 1,Minimal,Aug-13-2016,2015-16,0.390699,41,49,10494
Oklahoma,2016,32,71,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.388098,12,14,3092
Oregon,2016,32,60,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,5,1398
Pennsylvania,2016,32,161,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.941457,87,28,9241
Rhode Island,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,16,2923
South Carolina,2016,32,123,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0,0,7,2506
South Dakota,2016,32,74,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.582969,28,25,4803
Tennessee,2016,32,32,1,1,6.25,3.13,3.13,Level 1,Minimal,Aug-13-2016,2015-16,1.59193,120,51,7538
Texas,2016,32,494,3,3,1.21,0.61,0.61,Level 1,Minimal,Aug-13-2016,2015-16,1.30064,209,62,16069
Utah,2016,32,245,1,0,0.41,0.41,0,Level 1,Minimal,Aug-13-2016,2015-16,0.783602,177,41,22588
Vermont,2016,32,10,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.913838,7,4,766
Virginia,2016,32,118,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,1.03551,723,108,69821
Washington,2016,32,193,2,0,1.04,1.04,0,Level 1,Minimal,Aug-13-2016,2015-16,0.110824,3,24,2707
West Virginia,2016,32,167,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.434605,64,34,14726
Wisconsin,2016,32,207,1,0,0.48,0.48,0,Level 1,Minimal,Aug-13-2016,2015-16,0.254842,5,18,1962
Wyoming,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,0.0940734,3,14,3189
Puerto Rico,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,2.87786,127,8,4413
Virgin Islands,2016,32,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-13-2016,2015-16,1.12045,4,1,357
New York City,2016,32,0,0,0,0,0,0,Level 1,Minimal,Aug-13-2016,2015-16,1.02695,1016,82,98934
Alabama,2016,33,61,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,1.39542,86,20,6163
Alaska,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.514139,8,5,1556
Arizona,2016,33,40,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.465008,80,24,17204
Arkansas,2016,33,20,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.182815,2,4,1094
California,2016,33,475,0,1,0.21,0,0.21,Level 1,Minimal,Aug-20-2016,2015-16,1.00994,310,83,30695
Colorado,2016,33,163,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.24377,9,6,3692
Connecticut,2016,33,123,1,0,0.81,0.81,0,Level 1,Minimal,Aug-20-2016,2015-16,0.273224,3,10,1098
Delaware,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0,0,11,2458
District of Columbia,2016,33,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-20-2016,2015-16,2.42174,41,2,1693
Florida,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,X,X,X,X
Georgia,2016,33,303,0,1,0.33,0,0.33,Level 3,Minimal,Aug-20-2016,2015-16,1.6916,580,29,34287
Hawaii,2016,33,130,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.978593,16,13,1635
Idaho,2016,33,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-20-2016,2015-16,0.191571,1,2,522
Illinois,2016,33,75,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.703667,275,59,39081
Indiana,2016,33,61,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.707362,27,19,3817
Iowa,2016,33,19,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0,0,3,435
Kansas,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.0958773,3,8,3129
Kentucky,2016,33,170,1,0,0.59,0.59,0,Level 1,Minimal,Aug-20-2016,2015-16,0.105127,22,14,20927
Louisiana,2016,33,179,0,2,1.12,0,1.12,Level 1,Minimal,Aug-20-2016,2015-16,1.16678,531,72,45510
Maine,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.57853,27,24,4667
Maryland,2016,33,11,1,0,9.09,9.09,0,Level 1,Minimal,Aug-20-2016,2015-16,1.18644,63,16,5310
Massachusetts,2016,33,58,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.465679,100,25,21474
Michigan,2016,33,87,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.300535,50,56,16637
Minnesota,2016,33,108,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.905701,17,9,1877
Mississippi,2016,33,12,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,1.67972,298,41,17741
Missouri,2016,33,308,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.170648,5,16,2930
Montana,2016,33,54,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0,0,3,1246
Nebraska,2016,33,19,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.353565,6,10,1697
Nevada,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.203384,22,21,10817
New Hampshire,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.369783,7,16,1893
New Jersey,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.330033,16,11,4848
New Mexico,2016,33,33,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.98832,66,18,6678
New York,2016,33,648,5,0,0.77,0.77,0,Level 1,Minimal,Aug-20-2016,2015-16,0.182039,3,23,1648
North Carolina,2016,33,12,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.749559,34,18,4536
North Dakota,2016,33,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-20-2016,2015-16,0,0,2,669
Ohio,2016,33,277,5,0,1.81,1.81,0,Level 1,Minimal,Aug-20-2016,2015-16,0.411147,45,47,10945
Oklahoma,2016,33,83,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.418177,15,14,3587
Oregon,2016,33,47,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0,0,5,1428
Pennsylvania,2016,33,169,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.685439,74,50,10796
Rhode Island,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0,0,16,3647
South Carolina,2016,33,120,1,0,0.83,0.83,0,Level 1,Minimal,Aug-20-2016,2015-16,0.101626,3,8,2952
South Dakota,2016,33,65,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.649351,34,25,5236
Tennessee,2016,33,41,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,1.12704,103,52,9139
Texas,2016,33,487,2,4,1.23,0.41,0.82,Level 1,Minimal,Aug-20-2016,2015-16,1.31155,224,65,17079
Utah,2016,33,280,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.799081,160,39,20023
Vermont,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.531915,4,4,752
Virginia,2016,33,111,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.952447,682,108,71605
Washington,2016,33,184,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.124108,4,25,3223
West Virginia,2016,33,147,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.523706,75,33,14321
Wisconsin,2016,33,189,1,0,0.53,0.53,0,Level 1,Minimal,Aug-20-2016,2015-16,0.255973,6,17,2344
Wyoming,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.253991,7,13,2756
Puerto Rico,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,2.30631,103,7,4466
Virgin Islands,2016,33,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-20-2016,2015-16,1.79641,6,1,334
New York City,2016,33,0,0,0,0,0,0,Level 1,Minimal,Aug-20-2016,2015-16,0.974464,946,77,97079
Alabama,2016,34,39,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,1.38221,92,20,6656
Alaska,2016,34,0,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.64,8,4,1250
Arizona,2016,34,34,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.601662,97,22,16122
Arkansas,2016,34,25,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0,0,4,1304
California,2016,34,382,3,1,1.05,0.79,0.26,Level 1,Minimal,Aug-27-2016,2015-16,1.04709,342,81,32662
Colorado,2016,34,180,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.617761,16,7,2590
Connecticut,2016,34,118,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.314218,4,12,1273
Delaware,2016,34,0,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.19861,6,12,3021
District of Columbia,2016,34,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-27-2016,2015-16,3.82536,92,2,2405
Florida,2016,34,0,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,X,X,X,X
Georgia,2016,34,308,3,0,0.97,0.97,0,Level 4,Low,Aug-27-2016,2015-16,1.92092,668,28,34775
Hawaii,2016,34,104,2,0,1.92,1.92,0,Level 1,Minimal,Aug-27-2016,2015-16,1.76305,25,13,1418
Idaho,2016,34,0,0,0,0,0,0,Level 0,Insufficient Data,Aug-27-2016,2015-16,0.613497,3,2,489
Illinois,2016,34,106,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.846383,327,56,38635
Indiana,2016,34,62,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,1.36889,58,17,4237
Iowa,2016,34,29,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.306435,3,3,979
Kansas,2016,34,0,0,0,0,0,0,Level 1,Minimal,Aug-27-2016,2015-16,0.205076,8,11,3901
Kentucky,2016,34,206,1,0,0.49,0.49,0,Level 1,Minimal,Aug-27-2016,2015-16,0.111405,8,10,7181
Louisiana,2016,34,191,1,0,0.52,0.52,0,Level 1,Minimal,Aug-27-2016,2015-16,1.2678,569,72,44881
